source,target
A21989-0,A7180-0
A21989-0,A8020-6
A2199,A29637-0
A2200-0,A23920-0
A2200-0,A30929-0
A2200-0,A39944-10
A2200-0,A4397-1
A22016-0,A27015-19
A22016-0,A43172-0
A22016-0,A52247-0
A22016-4,A32246-0
A22020-1,A22107-0
A22025-0,A2800-2
A22025-0,A32014-0
A22025-0,A33475-0
A22025-0,A45795-0
A22025-1,A26499-8-0
A22025-1,A27055-0
A22025-1,A31370-0
A22025-1,A32253-0
A22025-1,A51168-1
A22025-1,A51820-0-0
A22025-1,A51828-1
A22025-1,A52383-15
A22025-3,A24693-0
A22025-3,A26499-8-0
A22025-3,A32253-0
A22025-3,A45119-0
A22025-3,A46195-2
A22025-3,A46380-0
A22032-0,A51779-0
A22032-0,A8004-5-0
A22050-12,A22119-8
A22050-12,A50814-0
A22050-12,A50959-9
A22050-7,A27599-0
A22050-9,A27452-0-0
A22050-9,A51457-6
A22050-Unknow1,A27452-0-0
A22050-Unknow1,A49686-25
A22051-0,A49674-0-3
A22051-1,A49674-0-3
A22051-1,A51799-7
A22051-Unknow0,A49674-0-3
A22052-1,A2689-1
A22052-1,A52307-1
A22052-6,A2689-1
A22052-6,A51380-6
A22052-6,A52307-1
A22053-3,A28274-0-1
A22053-3,A49687-7
A22054-0,A22062-3
A22054-0,A49673-2
A22054-0,A51046-0
A22055-1-1,A7810-0
A22055-13,A42677-0
A22055-13,A49688-16
A22055-14,A27463-15-1
A22055-14,A52358-0-4
A22055-2,A27914-3
A22055-2,A40746
A22055-2,A50814-0
A22056-0-0,A25772-0
A22056-0-0,A25773-0
A22056-0-0,A38299-0
A22056-0-0,A49648-4
A22056-1,A46933-3
A22056-1,A52345-0-0
A22056-1,A5717-1
A22056-1,A592-0
A22056-1,A6737-1
A22056-3,A27009-Unknow4
A22056-3,A33335-7
A22056-3,A35671-0
A22056-3,A38299-1
A22056-3,A38299-4
A22056-3,A46606
A22056-3,A51340-2
A22056-3,A52271-0-0
A22059-Unknow0,A22067-7
A22059-Unknow0,A49687-0-19
A22059-Unknow0,A51779-0
A22062-0,A23334-1
A22062-0,A28261-6
A22062-0,A52163-1
A22062-3,A49673-2
A22062-3,A51046-0
A22063-2,A27922-0
A22063-2,A43982-0
A22065-2,A26473
A22065-2,A51154-0
A22065-2,A51343-0
A22065-2,A6744-1
A22066-0,A23955-0
A22066-0,A24436-0
A22066-0,A27076-4
A22066-0,A27076-8
A22066-0,A30990-0
A22066-0,A42970-0
A22066-0,A45934-0
A22066-0,A50832-1
A22066-0,A52286-31
A22066-0,A7232-0
A22066-4,A49688-9
A22066-4,A52352-7
A22066-4,A52552-0
A22066-9,A52237-7
A22067-7,A49687-0-19
A22067-7,A51779-0
A22068-0,A52237-0-4
A22068-0,A7618-1
A22068-2,A49686-86
A22068-2,A52241-5
A22068-20,A27019-3
A22068-20,A52241-5
A22068-Unknow0,A52241-5
A22068-Unknow0,A52381-Unknow0
A22101-0,A27015-7
A22102-1,A51321-0
A22105-Unknow0,A39995-0
A22106-0-0,A27460-1
A22106-0-0,A46380-0
A22106-0-0,A51820-0-1
A22107-0,A23342-2
A22107-0,A27879-0
A22107-0,A49685-0-4
A22107-0,A49685-2-0
A22107-0,A51393-0
A22107-0,A51393-2
A22107-0,A6744-1
A22107-0,A6744-Unknow0
A22108-3,A51131-1
A22108-3,A51157-2
A22108-3,A52373-0-1
A22108-4,A49673-43
A22108-4,A49682-0-1
A22118-4,A2945-0
A22118-4,A7129-0
A22119-8,A50814-0
A22119-8,A50959-9
A2212,A38693
A2212,A41997-0
A2212,A45940
A22120-0-0,A27220-0-0
A22120-0-0,A49935-0
A22120-0-0,A51607-0
A22120-0-0,A8007-0-0
A22120-0-0,A8007-0-1
A22121-0,A24576-3
A22121-0,A24576-4
A22121-0,A24576-5
A22121-0,A27023-43
A22121-0,A27028-28
A22121-0,A27466-27
A22121-0,A27466-3
A22121-0,A35135-0
A22121-0,A42425
A22121-0,A42592-1
A22121-0,A47354-0
A22121-0,A49680-0-1
A22121-0,A51184-2
A22121-0,A51810-Unknow0
A22121-0,A52356-1
A22121-0,A8006-6
A22132-1,A30494-1
A22132-1,A38716-1
A2214-0,A49466-0
A22169-0,A29909
A22169-0,A35151-1
A22169-0,A38292
A22169-0,A7606-0
A22169-0,A9737-0
A22180-0,A43662-0
A22180-0,A46240-0
A22180-0,A52031-0
A22180-0,A52246-22
A22183-2,A8948-0
A22184-0,A44994-2
A22186,A9456-0
A22189-0,A26490-2
A22205-0,A4455-6
A22205-1,A28046-0
A22206,A24050
A22206,A33939-0
A22206,A9948-0
A22211-0,A43166-0
A22211-0,A47394-0
A22211-1,A27017-14
A22211-1,A27220-0-0
A22211-1,A38942
A22211-1,A52163-1
A22211-5,A27655-0
A22211-5,A27923-7
A22211-5,A31916
A22211-5,A52286-2-0
A22211-5,A8518-2
A22214-1,A27224-26
A22214-1,A52357-0-1
A22217-10,A23889-9
A22217-10,A45258-1-1
A22219-1,A44934-0
A22226-0,A22883-0
A22226-0,A33375-1
A22226-0,A49467-0
A22227-0,A22367-0
A22227-0,A39796-0
A22227-1,A28919-1
A22227-1,A35756-1
A22227-1,A49683-14
A22228-0,A32253-0
A22228-0,A37833-0
A22228-0,A40762-0
A22228-0,A45070-4
A22228-0,A47237-0
A22228-0,A49457
A22228-0,A51485
A22238-0,A23552-0
A22238-0,A27904-Unknow0
A22238-0,A32305-1
A22238-0,A32640-0
A22238-0,A35671-0
A22238-0,A36475-0
A22238-0,A38040-0
A22238-0,A3983-0
A22238-0,A43265-0
A22238-0,A46646-0
A22238-0,A4698
A22260-1,A28008-0
A22260-1,A6147-0
A22279-0,A50156-0
A22279-4,A28694-0
A22283-0,A25792-1
A22283-0,A33033-0
A22283-0,A37343-0
A22283-0,A39770-0
A22283-0,A6716-0
A22288-0,A23188-0
A22288-0,A23188-1
A22288-0,A23888-0
A22288-0,A26130-0
A22288-0,A3409-0
A22288-0,A35409-0
A22288-0,A36348-0
A22288-0,A43203
A22288-0,A51788-0
A22288-10,A40910
A22292-3,A48452-1
A22292-3,A6129-5
A22297-0,A48180-0
A22297-0,A50051-0
A22297-0,A50675-0
A2230-0,A2713-0
A2230-0,A38932-0
A2230-0,A7538-0
A22308-1,A33378
A22308-1,A43703-17
A22308-1,A44548-0
A22327,A25153-1
A22332-0,A24126
A22332-0,A2551-0
A22332-0,A27018-Unknow2
A22332-0,A27450-18
A22332-0,A28390-1
A22332-0,A30009-0
A22332-0,A3304-0
A22332-0,A33337-1
A22332-0,A34077-0
A22332-0,A3558-0
A22332-0,A41117-1
A22332-0,A45802-0
A22332-0,A46164-1
A22332-0,A4884-0
A22332-0,A49508-0
A22332-0,A51360-0-4
A2235-0,A27909-0
A2235-0,A4513
A2235-0,A9494-0
A22352,A26822-0
A22352,A29414-0
A22354-0,A44207-0
A22361-2,A51779-0
A22363-0,A28252-0
A22363-0,A50764-0
A22366-0,A2498-0
A22366-0,A2498-1
A22366-0,A28258-6
A22366-0,A28704-0
A22366-0,A45136-0
A22366-0,A49688-25
A22366-0,A50943-13
A22366-0,A563-0
A22386-0,A42217-0
A22386-0,A47339-0
A22412,A26602
A22412,A30018-0
A22412,A32046-1
A22412,A4458
A22414-1,A27426-0
A22414-1,A28764-0
A22414-1,A32968-1
A22444-0,A23110
A22444-0,A26798-0
A22444-0,A33128-0
A22444-0,A33128-1
A22444-0,A36988
A22444-0,A36991-0
A22444-0,A39097-1
A22444-0,A44263-0
A22444-0,A47454-0
A22453,A40113-0
A22453,A7941-0
A22478-0,A24293
A22478-0,A33939-0
A22493-0,A29388-0
A22493-0,A51607-0
A22493-1,A26502-14
A22493-1,A29388-0
A22493-1,A541-0
A22496,A24636-0
A22511-0,A23883-0
A22511-0,A24621-0
A22511-0,A3160-0
A22511-0,A50357
A22536-0,A45403-1
A22573-0,A37978-0
A22573-0,A41760-1
A22573-0,A8621-2
A22585-0,A26095-1
A22585-0,A26331-0
A22585-0,A34003-0
A22585-0,A41509-0
A22585-0,A42119-0
A22585-0,A43335
A22585-0,A4979-0
A22585-0,A5401-0
A22639,A27028-23
A22639,A30084-0
A22639,A6830
A22639,A8623-0
A22639,A9410
A22649-0,A27022-1
A22649-0,A52556-0
A22649-1,A27022-1
A22649-1,A49676-0-3
A22649-1,A52556-0
A22659-0,A25774-2
A22659-0,A33738-0
A22667-0,A27027-42
A22667-0,A33061-0
A22667-0,A33751-0
A22667-0,A4469-0
A22702-0,A24573-4
A22702-0,A32824-0
A22702-0,A35423-7
A22702-0,A41083-0
A22702-0,A43980-1
A22702-0,A46115-0
A22702-0,A51790-0
A22702-0,A8004-2-0
A22702-0,A8006-0-2
A22727-0,A28291-1
A22727-0,A39002-0
A22727-0,A6340-0
A22727-0,A8912-1
A22759-0,A39276-0
A22759-0,A4325-1
A22765,A23877-0-3
A22765,A5952-0
A22776,A50796-5
A22776,A7713-1
A22796,A2800-2
A22796,A38293-1
A22796,A4420-0
A22809-0,A49334-0
A2285-0,A47454-0
A2285-0,A7407
A22879-Unknow0,A9456-0
A22882-1,A2593
A22882-1,A27341
A22882-1,A27653
A22882-1,A34416-0
A22882-4,A43662-0
A22882-4,A6744-1
A22883-0,A27027-0-2
A22883-0,A33375-1
A22883-0,A38645-0
A22883-0,A44400-0
A22883-0,A49467-0
A2289-1,A6364-0
A22890-10,A51296-0
A22890-10,A8228-0
A22890-4,A6737-1
A2290-1,A26508-1-1
A2290-1,A27450-30
A2290-1,A33747
A2290-1,A35671-0
A2290-1,A38680-1
A2290-1,A38967-1
A2290-1,A43993
A2290-1,A52328-0
A2290-1,A8109-0
A22909-0,A30572
A22909-0,A31073
A22909-0,A43043-1
A22909-0,A46131-1
A22934-0,A27461-4
A22934-0,A49676-36
A22934-0,A52251-46
A22937-2,A24819-0
A22941-1,A27239-15
A22941-1,A36454-0
A22941-1,A8030-1-1
A22992-0,A40158-0
A22992-0,A47040
A22992-0,A7232-0
A22992-0,A9399-0
A23033-0,A26507-13
A23033-0,A32302-0
A23033-0,A39916
A23033-0,A43712-1
A23033-0,A52246-7
A2304-0,A25220
A2304-0,A27028-42
A2304-0,A32513-0
A2304-0,A41885-0
A2304-0,A42443-0
A2304-0,A49338-0
A2304-0,A50832-5
A2304-0,A50832-6
A23060-0,A32575-0
A23060-0,A46776-0
A23091-1,A47042-0
A23091-3,A23875-0-2
A23091-3,A38722-0
A23091-3,A49680-13
A23091-3,A9371-1
A23096-0,A30465
A23096-0,A51088-0-1
A23096-0,A7810-0
A2310-0,A31652-0
A2310-0,A37951-0
A2310-0,A38362-0
A2310-0,A52371-0-1
A23101,A9369-0
A23103-0,A27020-1-1
A23103-0,A52281-0
A23110,A33128-0
A23110,A36988
A23147-0,A23468-2
A23147-0,A24886-0
A23147-0,A36064
A23147-0,A3734-0
A23147-0,A41997-0
A23147-0,A42527-0
A23147-0,A43715-9
A23147-0,A49593-0
A23147-0,A52351-2
A23175-0,A26931-0
A23175-0,A30929-0
A23182-0,A29311-0
A23182-0,A35449-0
A23182-0,A40902
A23182-0,A4112-0
A23182-0,A52481
A23182-0,A5822-1
A23185-0,A3843-0
A23185-0,A8079-0
A23185-0,A8098-0
A23188-0,A36348-0
A23200-0,A25277-0
A23200-0,A43550-1
A23200-0,A6603
A23212-0,A38675-0
A23220-0,A25774-0
A23220-0,A28666-0
A23220-0,A35487-0
A23225-0,A25108-0
A23225-0,A25108-1
A23225-0,A31583-0
A23225-0,A34498-0
A23225-0,A38236-0
A23225-0,A47588-0
A23225-0,A5874-0
A23225-0,A7232-0
A23225-0,A8598-0
A23232-0,A33939-0
A23232-0,A41509-0
A23232-0,A42436-0
A23281-0,A25222-0
A23334-1,A28261-6
A23334-1,A52163-1
A23341-0,A27010-2
A23341-0,A52253-16
A23341-1,A27015-7
A23341-1,A52253-16
A23342-1,A50962-2
A23342-2,A27450-18
A23342-2,A49685-0-4
A23342-2,A51039-1
A23382-0,A52586-1
A23421-0,A25208-0
A23421-0,A35135-7
A23421-0,A44736-0
A23421-0,A46559-0
A23421-0,A8504-0
A23421-0,A8511-1
A23421-1,A31141-0
A23421-1,A48163-0
A23421-1,A6599
A23468-2,A41997-0
A23468-2,A43715-9
A23468-2,A52351-2
A23479,A36621
A23479,A39739-0
A23479,A43227-0
A2348-0,A27021-2
A2348-0,A3449-0
A2348-0,A39654-0
A23496-0,A27121-0
A23496-0,A32399-0
A23496-0,A50687-1
A23496-0,A5690
A23498,A40367-0
A23498,A8796-0
A23510-0,A51813-0-0
A23516-0,A28275-4
A23516-0,A30199
A23516-0,A43520-0
A23516-0,A43662-0
A23520-0,A34003-0
A23520-2,A24806-0
A23520-2,A27219-10
A23520-2,A3515-0
A23520-2,A35694-0
A23520-2,A40370-0
A23520-2,A4122-0
A23520-2,A47461-1
A23520-2,A6715-0
A23531,A26396-0
A23533-0,A29205-0
A23533-0,A30141-0
A23533-0,A31549-0
A23533-0,A32051-0
A23533-0,A46112-0
A23533-0,A47612-0
A23536-0,A26513-0-9
A23536-0,A31620-0
A23536-0,A4366-0
A23536-0,A44071-0
A23536-0,A46494-0
A23536-0,A51852-0
A23543-1,A29013-0
A23543-1,A29702
A23543-1,A50156-0
A23543-1,A6726
A23552-0,A36475-0
A23552-0,A38040-0
A23552-0,A46389-0
A23552-1,A2838-1
A23552-1,A29294-0
A23552-1,A36475-0
A23552-1,A36475-1
A23601,A41765-0
A23601,A50814-1
A23601,A5930-0
A23635,A43715-0
A23645-0,A8006-6
A23660-3,A48042-0
A23660-3,A51977-0
A23689-0,A34192-2
A23689-0,A35047-3
A23689-0,A38077-0
A23689-0,A38077-1
A23689-0,A40471-1
A23689-0,A45087-1
A23690,A26298
A23690,A277
A23690,A28821-0
A23690,A7232-0
A23698-2,A45472-0
A23733-0,A24834-0
A23733-0,A25716
A23733-0,A6920-0
A23738-0,A49686-3
A23738-0,A51067-0
A23745,A27925-3
A23745,A52370-0-2
A23797-0,A26399-0
A23797-0,A45260-10
A23797-0,A52408-0
A23813-0,A49231-0
A23813-0,A6428-0
A23869-0,A40829-0
A23872-1,A28666-0
A23872-1,A46350-1
A23872-1,A7644-1
A23872-6,A49687-11
A23872-6,A51813-0-0
A23872-6,A52345-1
A23872-6,A6744-1
A23872-7,A23886-0
A23872-7,A35409-0
A23872-7,A43367-0
A23875-0-0,A2945-0
A23875-0-0,A43471-0
A23875-0-2,A38722-0
A23875-0-2,A49680-13
A23875-0-2,A9371-1
A23875-14,A45254-1
A23875-14,A47452-0
A23875-2-0,A27599-0
A23875-6-0,A28821-0
A23877-0-3,A25582-2
A23877-0-3,A32968-2
A23877-0-3,A34999-1
A23877-0-3,A38299-0
A23877-0-3,A43550-1
A23877-0-3,A49688-52
A23877-0-3,A51355-0-1
A23877-0-3,A51355-4
A23877-0-3,A51780-1
A23877-0-3,A52349-5
A23877-0-3,A5952-0
A23877-41,A27922-0
A23877-41,A43487-0
A23877-41,A51607-0
A23880-14,A27008-1
A23880-20,A667-0
A23880-9,A28274-0-2
A23883-0,A24621-0
A23883-0,A32399-0
A23883-0,A38985-0
A23883-0,A50357
A23883-0,A52370-0-2
A23883-0,A9162
A23885-0-24,A45645-0
A23885-0-24,A48486-0
A23885-0-35,A27226-28
A23885-0-35,A42467-1
A23885-0-35,A43355-0
A23885-0-35,A51379-Unknow0
A23885-0-35,A52256-14
A23885-0-35,A8009-8
A23885-0-35,A8021-0-0
A23885-0-35,A825-0
A23885-1-11,A8009-8
A23885-1-6,A27189-5
A23885-1-6,A38077-1
A23885-1-6,A50791-1
A23885-16,A8009-8
A23885-3-2,A34799-0
A23885-8,A27922-0
A23885-8,A6737-1
A23886-0,A35409-0
A23886-0,A43367-0
A23888-0,A35409-0
A23889-0-0,A26499-1-0
A23889-0-0,A35412-4
A23889-0-10,A24621-0
A23889-0-10,A26507-4-1
A23889-0-10,A26513-0-7
A23889-0-4,A25580-0
A23889-0-4,A26497-1-0
A23889-0-4,A27022-1
A23889-0-4,A34188-0
A23889-0-4,A36601-0
A23889-0-4,A49676-0-3
A23889-0-4,A50020-1
A23889-0-4,A8301-9
A23889-22,A25774-1
A23889-22,A33738-0
A23889-9,A45258-1-1
A23890,A44408-1
A23920-0,A4397-1
A23920-2,A29969-0
A23920-2,A4311
A23929-0,A27925-1
A23929-0,A46776-0
A23932-1,A6091-0
A23955-0,A30990-0
A23955-0,A7232-0
A23964-0,A36953-0
A23964-2,A32283
A23964-2,A34416-0
A23972,A24944-0
A23972,A42101-0
A24016-0,A3923
A24016-0,A4372
A24016-0,A5930-0
A24019,A35811-0
A24050,A33939-0
A24050,A9948-0
A2408-1,A25704-1
A2408-1,A29388-0
A2408-1,A49673-6-1
A2408-1,A49687-36
A2408-1,A6395-0
A24082,A25108-0
A24082,A44207-1
A24082,A50382-0
A24107-1,A37961-0
A24107-2,A41572-1
A24109-0,A4525-0
A24112-0,A24122-0
A24112-0,A27239-0
A24112-0,A49218
A24112-0,A49491-0
A24112-0,A52241-0
A24121,A24242-2
A24121,A25982-1
A24122-0,A27239-0
A24122-0,A49218
A24122-0,A49491-0
A24122-0,A52241-0
A24126,A41117-1
A24126,A45802-0
A24138-1,A47454-0
A24138-3,A28887-1
A24157-0,A4702
A24157-0,A49268-0
A24176,A44329-0
A24176,A51599-0
A24181-0,A28521
A24181-0,A37144-0
A24199-0,A35995-1
A24199-0,A47454-0
A24199-0,A48861-0
A24209-0,A25286-1
A24209-0,A44608
A24230-0,A48191-0
A24230-0,A48402-0
A24242-1,A25108-0
A24242-1,A8598-0
A24242-2,A25982-1
A24242-2,A41465-0
A24242-2,A6340-0
A24244-0,A37155
A24244-0,A38218-0
A24244-0,A3994-0
A24244-0,A41090-0
A24244-0,A9403-0
A24253-1,A39800-1
A24253-1,A41242
A24253-1,A46646-0
A24253-1,A52371-0-0
A24293,A33939-0
A24392-0,A31429-0
A24392-0,A51080-0
A2440,A35830-1
A2440,A3967
A2440,A41403
A2440,A6650
A2440,A7892-0
A2440,A8006-9-1
A24411-1,A26217-1
A24411-1,A31218
A24436-0,A33784-0
A24436-0,A36762-0
A24436-0,A42970-0
A24436-0,A43715-0
A24436-0,A50799-1
A24436-0,A50832-1
A24436-0,A50842
A24436-0,A7247-0
A24436-0,A7697-0
A24436-0,A9292-0
A24449-0,A34239-0
A24449-0,A34360-0
A24462-0,A4167-0
A24462-0,A42592-1
A24462-0,A46356-0
A24462-1,A33600
A24462-1,A38589-0
A24462-1,A38680-0
A24462-1,A9017-0
A24476-0,A39316-0
A24476-0,A51339-0
A24490-1,A3249
A24515,A44525-0
A24518-0,A27844-0
A24518-0,A35164-0
A24518-0,A38268
A24518-0,A47454-1
A24518-0,A51779-0
A24518-0,A51813-0-0
A24522-1,A26822-0
A24565,A30102-0
A24565,A30661-0
A24565,A33393-0
A24565,A45860-4
A24566-0,A51186-0
A24566-0,A51377-0
A24566-0,A52241-0
A24567-1,A51046-0
A24567-2,A51046-0
A24570-0,A42217-0
A24570-0,A6737-1
A24570-5,A27022-1
A24570-5,A50372-0
A24570-5,A52370-0-2
A24573-2,A32824-0
A24573-4,A32824-0
A24573-4,A41083-0
A24576-0,A51164-6
A24576-0,A52356-1
A24576-2,A49677-0-0
A24576-3,A27466-27
A24576-4,A27466-3
A24576-5,A27466-3
A24577-1,A27010-32
A24577-1,A52312-4
A24577-4,A27010-29
A24577-4,A28180-1
A24605-0,A52316-0
A24621-0,A26507-4-1
A24621-0,A26513-0-7
A24621-0,A32399-0
A24621-0,A38985-0
A24621-0,A50357
A24634-0,A44525-1
A24635-0,A26442
A24635-0,A37334-0
A24635-0,A9881-0
A24636-0,A27412
A24636-0,A27953-0
A24636-0,A34472
A24636-0,A4863-0
A24636-0,A7167
A24647,A43986-3
A24647,A49668-1-0
A24647,A9651-0
A24693-0,A32253-0
A24693-0,A45119-0
A24693-0,A46195-2
A2472,A43400-11
A2472,A49763-0
A24734-0,A32115-0
A24734-0,A34239-0
A24757-0,A26491-0
A24757-0,A28270-0-2
A24757-0,A51296-0
A24757-0,A9049-0
A24757-1,A25640-0
A24757-1,A2942-0
A24757-1,A32638
A24757-1,A40172-1
A24757-1,A43982-0
A24757-1,A45267-10
A24757-1,A45906-0
A24757-1,A49940-0
A24757-1,A51813-0-0
A24757-1,A52163-1
A24757-1,A52286-3
A24757-1,A52286-5
A24757-1,A52345-0-0
A24757-1,A52378-5
A24757-1,A6998-1
A24757-1,A8003-25
A24757-1,A8034-4
A24757-1,A8047-1
A24759,A2688-8
A24759,A542-1
A24759,A7703-0
A24806-0,A27219-10
A24806-0,A28328-0
A24806-0,A3515-0
A24806-0,A35694-0
A24806-0,A40370-0
A24806-0,A4122-0
A24806-0,A47461-1
A24806-0,A6715-0
A2481-0,A28926-0
A2481-0,A39140-0
A2481-1,A41934-2
A24819-0,A27452-0-0
A24819-0,A28242-1
A24819-0,A30102-0
A24819-0,A34289
A24819-0,A42549
A24819-0,A42729-1
A24819-0,A50814-0
A24819-0,A51098-0-1
A24819-0,A51098-Unknow0
A24819-0,A52352-0
A24819-0,A6131-0
A24819-0,A8020-81
A24828,A51377-0
A24834-0,A27322-0
A24834-0,A27918-3
A24834-0,A32257-0
A24834-0,A41519-0
A24834-0,A43985-0
A24834-0,A52382-14
A24873,A29788
A24873,A40158-0
A2488,A33643
A2488,A40950-0
A2488,A42051-0
A24886-0,A36064
A24886-0,A42527-0
A24934-0,A39733-0
A24934-0,A44798-0
A24934-0,A6629-0
A24934-0,A8889
A24935-1,A9279
A24944-0,A42101-0
A24960-0,A25025-0
A24960-0,A35303-0
A24970,A38675-0
A24970,A41367
A24970,A50385
A24995-1,A32640-0
A24995-1,A49021
A24999,A28270-1
A24999,A28274-0-1
A24999,A49687-0-1
A24999,A7232-0
A25003,A29755-0
A25003,A46195-2
A25025-0,A35303-0
A25025-0,A36953-0
A25053-0,A36961-0
A25053-0,A3983-0
A25053-0,A51233-0
A25053-0,A51504-0
A25084,A26300-0
A25084,A50459-0
A25084,A5688-0
A25101-0,A44643-0
A25101-0,A7703-0
A25103,A38729
A25103,A52249-Unknow0
A25108-0,A32399-0
A25108-0,A34498-0
A25108-0,A41937
A25108-0,A43398
A25108-0,A44207-1
A25108-0,A50382-0
A25108-0,A8598-0
A25148,A27452-49
A25148,A45086-20
A25208-0,A27027-0-4
A25208-0,A27464-1
A25208-0,A30282-0
A25208-0,A31101-2
A25208-0,A35135-7
A25208-0,A42659
A25208-0,A44736-0
A25208-0,A45223-0
A25208-0,A45267-0
A25208-0,A46559-0
A25208-0,A50962-2
A25208-0,A52216
A25208-0,A52345-0-3
A25208-0,A52554-0
A25208-0,A8016-17
A25208-0,A8468-0
A25208-0,A8511-1
A25208-0,A9549-2
A25209,A33443-0
A25209,A33448-1
A2522,A26301-0
A25220,A32513-0
A25220,A41885-0
A25220,A49338-0
A25220,A50832-5
A25244,A30009-0
A25244,A4884-1
A25272-0,A29479-0
A25272-1,A51743-0
A25277-0,A43550-1
A25277-0,A6603
A25277-0,A667-0
A25294-0,A52639-0
A253-0,A31620-0
A253-0,A369-0
A253-0,A6699-1
A253-0,A6970
A25311-0,A33784-0
A25311-0,A45843-1
A25311-0,A50063-0
A25311-0,A51436-0
A25329,A27220-0-0
A25332-0,A27751-0
A25332-1,A27751-0
A25346-0,A46768-0
A25346-0,A52567-Unknow0
A25377-0,A26396-0
A25377-0,A37351-0
A25377-0,A50823-0
A2538-0,A38761-1
A2538-0,A47237-0
A2538-1,A35174-0
A2538-1,A47237-0
A25398-0,A2713-0
A25398-0,A33197-1
A25398-0,A45034-0
A25398-0,A45034-1
A25424-0,A3011-0
A25424-0,A31306-1
A25424-0,A41535-1
A25424-0,A43740
A25424-0,A8007-5
A25424-0,A8009-8
A25443,A28821-0
A25443,A30050
A25443,A40214-0
A25443,A44972
A25443,A4656-0
A25443,A7639-1
A25454-0,A31406-0
A25454-0,A45750-0
A25468-0,A6748-2
A25468-0,A6748-3
A25484-0,A28328-0
A25484-0,A3290
A25484-0,A4420-0
A25484-0,A44895
A25484-0,A45269-29
A25484-0,A51097-1
A25545-0,A52343-4
A25545-0,A5511-0
A25547-0,A35926-0
A25547-0,A40762-0
A25582-2,A34999-1
A25604-2,A7305-0
A25615-0,A39654-0
A25615-0,A47261-1
A25615-1,A47261-0
A25632,A26107-0
A25640-0,A27343-0
A25640-0,A27343-1
A25640-0,A42686-0
A25640-0,A43982-0
A25640-0,A44546-0
A25640-0,A47394-0
A25640-0,A51813-0-0
A25640-0,A52163-1
A25640-0,A52236-12
A25640-0,A52286-3
A25640-1,A32466-0
A25685-0,A8948-0
A25704-1,A29388-0
A25704-1,A49673-6-1
A25704-1,A49687-36
A25704-1,A6395-0
A25716,A49668-38
A25716,A51359-22
A25716,A592-0
A25716,A6920-0
A25723-0,A38460-0
A25723-0,A49508-0
A25723-0,A49763-0
A25723-1,A27450-Unknow2
A25723-1,A38460-0
A25723-1,A49763-0
A25723-2,A27450-18
A25723-2,A49763-0
A25723-2,A51159-12
A25723-2,A51813-0-0
A25723-2,A8009-13
A25740-0,A27550-0
A25740-0,A2821-1
A25772-0,A26129-1
A25772-0,A27014-25
A25772-0,A27027-3
A25772-0,A32308-0
A25772-0,A49648-4
A25772-0,A51699-0
A25772-0,A7893-0
A25774-0,A26513-0-1
A25774-0,A28666-0
A25774-0,A33738-0
A25774-0,A35487-0
A25774-0,A52371-0-1
A25774-1,A2800-2
A25774-1,A2935
A25774-1,A33738-0
A25774-1,A6428-0
A25774-1,A7232-0
A25774-1,A7889-0
A25774-2,A28669-0
A25774-2,A30562-1
A25774-2,A32319-3
A25774-2,A33738-0
A25774-2,A7889-0
A25783-0,A27222-0
A25783-0,A35956-3
A25783-0,A45268-1
A25783-0,A6737-1
A25788-1,A26507-2-1
A25789-0,A26508-1-1
A25789-1,A26507-2-1
A25790-0,A29681
A25790-0,A35449-0
A25790-0,A40809-0
A25791-0,A42867-0
A25791-0,A50811-1
A25791-1,A27025-25
A25791-1,A42723-Unknow1
A25791-1,A42867-0
A25791-1,A43662-0
A25791-1,A45087-0
A25791-1,A7700-0
A2580-0,A31652-0
A2580-0,A39988
A2580-0,A47572-0
A2580-0,A49428-0
A2580-0,A52415-1
A2580-0,A8782-0
A25811,A32399-0
A25825-0,A26301-0
A25825-0,A26500-31
A25825-0,A9047-1
A25846,A29747
A25846,A45119-0
A25846,A49400
A25847-0,A3432-0
A25847-0,A51386-1
A25874,A27445-Unknow0
A25874,A36650-1
A25874,A45254-Unknow0
A25914-0,A47332-0
A25914-0,A49673-2
A25914-0,A52563
A25914-Unknow0,A43980-0
A25914-Unknow0,A47332-0
A25914-Unknow0,A52329-1
A25916-Unknow0,A2942-0
A25916-Unknow0,A30929-0
A2593,A27341
A2593,A27653
A2593,A34416-0
A25933,A41419-0
A25933,A49668-2
A25953,A33751-0
A25953,A39759-0
A25969,A40233-2
A25969,A44854-0
A25970,A35532-0
A25970,A4397-1
A25970,A5576
A2598-1,A28821-0
A25996-0,A49465-0
A25996-0,A9310-0
A26093-0,A33916-0
A26095-1,A43335
A26107-0,A33213-0
A26107-0,A34239-0
A26107-0,A37112
A26129-0,A39995-0
A26130-0,A44027-1
A26130-0,A4804
A26134,A50191
A26134,A876
A26194,A26490-2
A26217-0,A37177
A26217-0,A4796-0
A26217-1,A31218
A26239-0,A3044-0
A26239-1,A38884-0
A26254-0,A39002-0
A26254-2,A39125-0
A26254-2,A40381-1
A26254-2,A47708-0
A26254-2,A50121-0
A26254-2,A52639-1
A2626,A2942-0
A2626,A44795-0
A26268-0,A31652-0
A26268-0,A39988
A26268-0,A8782-0
A26282-1,A26665-0
A26282-1,A8020-2
A26283,A52252-8
A26298,A277
A26298,A28821-0
A26298,A7232-0
A26300-0,A50459-0
A26300-0,A5688-0
